Father_Occupation,Mother_Occupation,Application_Mode,Father_Qualification,Mother_Qualification,GDP,Scholarship_Holder,Inflation_Rate,Debtor,Application_Order,Target
4,9,39,1,1,0.79,0,-0.3,1,1,0
7,7,43,38,38,-1.7,0,3.7,0,1,0
9,2,17,1,3,3.51,0,1.4,1,5,0
8,4,44,37,1,-4.06,0,2.8,0,1,0
7,5,17,1,1,-1.7,1,3.7,0,1,0
9,9,1,38,19,-4.06,0,2.8,0,1,0
9,9,39,1,1,-4.06,0,2.8,1,1,0
6,2,7,19,3,1.79,0,0.5,0,1,0
0,0,1,3,1,1.74,0,1.4,0,3,0
9,9,39,12,37,-3.12,0,-0.8,1,1,0
7,3,39,37,37,1.74,0,1.4,0,1,0
9,9,7,38,37,-0.92,0,0.3,0,2,0
4,9,39,37,37,-4.06,0,2.8,0,1,0
1,0,1,3,3,0.32,0,2.6,0,1,0
10,3,1,1,3,3.51,0,1.4,0,4,0
2,2,39,5,3,-1.7,0,3.7,1,1,0
7,4,17,1,1,-0.92,0,0.3,0,1,0
9,9,1,1,38,-3.12,1,-0.8,0,3,0
9,4,39,38,37,2.02,0,0.6,1,1,0
3,9,17,3,38,1.74,0,1.4,1,3,0
1,4,1,1,3,1.74,0,1.4,0,3,0
4,4,43,1,19,1.74,0,1.4,0,2,0
5,9,51,19,19,3.51,0,1.4,1,1,0
9,2,43,1,3,-1.7,0,3.7,0,1,0
1,1,17,3,3,-4.06,0,2.8,0,1,0
5,5,51,37,37,2.02,0,0.6,0,1,0
7,4,18,37,1,-3.12,0,-0.8,0,1,0
9,9,17,37,2,3.51,0,1.4,1,4,0
3,3,17,2,3,2.02,0,0.6,0,3,0
4,4,39,1,1,-0.92,0,0.3,0,1,0
5,4,7,37,37,0.79,0,-0.3,1,1,0
8,9,1,19,37,-1.7,0,3.7,1,1,0
9,9,1,19,19,1.74,1,1.4,0,1,0
5,0,10,37,38,-3.12,0,-0.8,0,1,0
10,3,17,19,19,1.74,0,1.4,0,1,0
4,2,1,19,3,2.02,0,0.6,0,1,0
2,5,17,3,37,0.79,0,-0.3,0,1,0
10,9,39,14,36,-3.12,0,-0.8,0,1,0
10,7,7,1,1,-1.7,0,3.7,0,1,0
7,9,1,38,19,1.79,0,0.5,0,1,0
90,90,39,37,37,0.32,0,2.6,1,1,0
90,90,39,1,19,1.74,0,1.4,0,2,0
5,0,39,19,19,0.32,0,2.6,1,1,0
4,5,1,1,1,1.74,0,1.4,0,1,0
4,4,1,19,9,0.32,1,2.6,0,1,0
9,5,39,19,19,1.74,0,1.4,0,2,0
6,9,39,37,37,1.79,0,0.5,1,1,0
2,7,17,3,34,0.32,0,2.6,1,1,0
4,4,1,1,1,2.02,1,0.6,0,6,0
0,0,39,34,34,0.32,0,2.6,0,1,0
7,3,39,1,42,2.02,0,0.6,0,1,0
4,4,1,19,37,0.32,0,2.6,0,5,0
5,5,1,19,2,0.79,1,-0.3,1,2,0
4,9,39,37,37,0.79,0,-0.3,0,1,0
9,9,17,38,19,3.51,0,1.4,0,1,0
7,9,44,37,37,-4.06,0,2.8,0,1,0
0,5,43,37,37,-1.7,0,3.7,1,1,0
3,4,1,22,2,1.74,0,1.4,0,1,0
2,2,1,3,3,2.02,0,0.6,1,1,0
3,3,17,37,19,0.32,0,2.6,1,3,0
7,4,17,38,1,-4.06,1,2.8,1,1,0
10,4,39,19,19,0.79,0,-0.3,0,1,0
7,4,1,19,1,0.79,1,-0.3,0,2,0
7,4,1,38,38,2.02,0,0.6,0,1,0
9,9,43,19,19,1.74,0,1.4,0,2,0
7,7,1,37,19,1.74,0,1.4,0,1,0
9,4,1,38,12,2.02,0,0.6,0,1,0
4,5,17,19,19,1.74,1,1.4,0,2,0
4,4,51,1,1,2.02,0,0.6,0,1,0
9,9,43,37,37,1.74,0,1.4,0,1,0
0,0,1,9,19,0.32,1,2.6,0,1,0
7,4,39,38,37,-3.12,0,-0.8,0,1,0
6,9,39,1,1,3.51,0,1.4,1,1,0
5,9,1,37,38,-4.06,1,2.8,0,1,0
8,4,17,38,19,1.74,1,1.4,0,5,0
0,0,7,34,34,-3.12,0,-0.8,0,1,0
90,90,1,1,1,0.32,0,2.6,0,6,0
3,5,39,1,38,0.32,0,2.6,1,1,0
9,9,39,37,37,1.74,0,1.4,1,1,0
4,4,39,19,19,-4.06,0,2.8,0,1,0
5,9,42,1,19,-4.06,0,2.8,0,1,0
4,9,39,1,19,-1.7,0,3.7,0,1,0
9,9,17,38,38,1.74,0,1.4,0,4,0
9,9,39,37,38,-1.7,0,3.7,1,1,0
9,9,39,37,37,-1.7,0,3.7,0,2,0
9,5,17,37,1,0.32,0,2.6,0,1,0
1,1,7,3,3,-3.12,0,-0.8,0,1,0
9,9,1,37,38,1.74,0,1.4,1,5,0
7,7,1,1,37,0.79,0,-0.3,0,2,0
7,7,17,19,38,2.02,0,0.6,0,2,0
5,4,1,19,1,-1.7,0,3.7,0,2,0
10,4,44,37,38,-0.92,0,0.3,1,1,0
7,9,17,1,37,-3.12,0,-0.8,0,6,0
90,99,1,37,19,-1.7,0,3.7,0,4,0
4,4,7,1,1,1.74,0,1.4,0,1,0
6,3,17,2,3,0.79,0,-0.3,0,1,0
7,4,39,1,1,-3.12,0,-0.8,1,1,0
2,2,17,3,3,-1.7,0,3.7,0,1,0
4,4,7,1,3,0.79,0,-0.3,0,1,0
5,5,17,19,19,-0.92,0,0.3,1,2,0
0,3,1,19,34,0.32,0,2.6,0,2,0
5,5,17,37,38,1.74,0,1.4,0,1,0
5,5,17,19,1,3.51,0,1.4,0,2,0
9,9,1,38,38,-3.12,0,-0.8,0,5,0
9,4,17,19,19,-4.06,1,2.8,1,1,0
10,4,17,19,1,-0.92,0,0.3,0,3,0
9,9,43,38,38,1.74,1,1.4,0,1,0
7,5,17,1,38,-0.92,1,0.3,0,2,0
1,1,1,18,18,-3.12,0,-0.8,0,3,0
8,8,1,19,19,2.02,1,0.6,0,1,0
1,4,39,1,19,-4.06,0,2.8,1,1,0
8,5,1,19,19,-3.12,1,-0.8,1,1,0
8,5,17,37,37,0.32,1,2.6,0,4,0
0,0,17,37,34,0.32,0,2.6,1,2,0
9,7,17,37,19,3.51,0,1.4,0,1,0
2,4,1,2,12,0.32,0,2.6,1,1,0
0,0,43,34,34,0.32,0,2.6,1,1,0
7,7,17,38,38,-4.06,0,2.8,0,1,0
3,9,42,19,37,1.74,0,1.4,0,1,0
5,5,17,1,1,-1.7,0,3.7,1,4,0
3,2,1,19,4,-0.92,0,0.3,0,6,0
4,2,39,1,3,3.51,0,1.4,1,1,0
9,9,1,38,38,-1.7,0,3.7,0,3,0
10,9,39,1,1,2.02,0,0.6,0,2,0
7,9,39,37,37,1.79,0,0.5,1,1,0
9,9,7,19,19,0.32,0,2.6,0,1,0
3,3,1,39,39,2.02,0,0.6,0,5,0
5,9,1,38,1,2.02,0,0.6,1,5,0
9,9,1,38,19,-0.92,0,0.3,0,1,0
9,4,16,19,19,1.74,0,1.4,0,2,0
6,4,17,37,38,-3.12,0,-0.8,0,1,0
9,9,43,37,37,0.32,0,2.6,0,3,0
6,9,43,37,37,-4.06,0,2.8,1,1,0
3,9,39,38,37,-1.7,0,3.7,0,1,0
2,2,1,3,3,-0.92,0,0.3,0,1,0
1,1,43,3,1,-4.06,0,2.8,0,1,0
0,0,43,34,34,0.32,0,2.6,0,1,0
5,4,39,37,38,-0.92,0,0.3,1,1,0
90,90,39,37,37,0.32,0,2.6,0,1,0
8,9,44,12,37,0.79,0,-0.3,1,1,0
3,4,44,1,1,0.79,0,-0.3,0,1,0
7,9,16,37,19,1.79,0,0.5,0,1,0
2,2,7,3,5,2.02,0,0.6,1,1,0
0,0,39,34,34,1.74,0,1.4,0,1,0
5,5,39,37,19,-1.7,0,3.7,0,1,0
6,9,39,37,37,-0.92,0,0.3,0,1,0
6,5,7,37,38,2.02,0,0.6,1,1,0
2,2,7,4,4,-1.7,0,3.7,0,1,0
4,4,43,1,1,-4.06,0,2.8,0,1,0
3,2,1,1,2,-4.06,0,2.8,0,1,0
9,9,39,38,38,2.02,0,0.6,1,1,0
4,9,7,39,39,-4.06,0,2.8,0,1,0
4,3,1,1,3,1.79,0,0.5,0,4,0
4,2,43,4,3,-0.92,0,0.3,0,1,0
1,1,39,37,37,-0.92,0,0.3,0,1,0
99,99,7,34,34,0.32,0,2.6,0,1,0
5,5,39,1,37,0.79,0,-0.3,0,1,0
0,0,1,34,34,-3.12,0,-0.8,0,4,0
9,9,39,37,37,1.74,0,1.4,0,1,0
2,4,1,3,1,0.32,0,2.6,0,2,0
5,5,43,37,37,-0.92,0,0.3,0,1,0
9,9,1,1,38,3.51,0,1.4,1,1,0
9,9,42,37,37,1.74,0,1.4,0,1,0
7,2,39,38,3,0.79,0,-0.3,0,1,0
2,2,42,5,5,-4.06,0,2.8,0,1,0
90,90,18,34,34,-3.12,0,-0.8,0,1,0
9,4,17,37,1,0.32,0,2.6,0,1,0
3,3,43,19,1,-0.92,0,0.3,0,2,0
10,5,39,1,1,-0.92,0,0.3,0,1,0
8,4,17,19,1,2.02,0,0.6,0,1,0
3,2,7,38,2,-1.7,0,3.7,0,1,0
9,2,43,1,3,1.74,0,1.4,0,2,0
90,90,1,1,19,1.74,0,1.4,0,1,0
4,0,1,19,34,0.32,1,2.6,0,1,0
8,9,1,37,19,-1.7,0,3.7,0,1,0
3,4,39,1,1,-0.92,0,0.3,1,1,0
3,3,39,1,3,-1.7,0,3.7,0,1,0
8,4,1,1,1,-4.06,0,2.8,0,1,0
2,9,39,3,19,3.51,0,1.4,0,1,0
9,9,39,37,37,-3.12,0,-0.8,0,1,0
9,9,39,37,37,3.51,0,1.4,0,1,0
4,1,39,37,37,-3.12,0,-0.8,0,1,0
10,5,39,38,37,-4.06,1,2.8,1,1,0
0,0,43,34,34,0.32,0,2.6,0,5,0
7,9,39,37,19,-0.92,0,0.3,0,1,0
4,4,1,10,10,-3.12,1,-0.8,0,6,0
4,9,43,19,37,-4.06,0,2.8,0,1,0
9,9,39,38,1,1.79,0,0.5,0,1,0
9,5,17,38,38,2.02,0,0.6,1,5,0
10,9,39,37,37,-4.06,0,2.8,0,1,0
3,3,39,19,19,1.79,1,0.5,0,1,0
90,90,1,19,37,0.32,0,2.6,0,2,0
6,6,44,38,1,-0.92,0,0.3,0,1,0
3,2,17,1,1,-3.12,0,-0.8,0,5,0
3,4,42,6,19,-3.12,0,-0.8,0,1,0
5,4,39,19,1,1.74,0,1.4,0,1,0
8,5,1,37,37,-1.7,0,3.7,0,1,0
9,9,39,37,37,-3.12,0,-0.8,0,1,0
2,2,43,4,3,0.32,0,2.6,0,1,0
4,4,7,1,1,2.02,0,0.6,0,1,0
5,5,17,19,38,2.02,1,0.6,0,4,0
5,5,39,1,19,0.79,0,-0.3,0,2,0
1,9,39,37,1,-4.06,0,2.8,1,1,0
4,5,43,1,37,-4.06,0,2.8,0,1,0
5,4,1,19,4,1.74,0,1.4,0,1,0
5,4,39,3,1,-0.92,0,0.3,0,1,0
1,9,39,37,1,1.74,0,1.4,0,1,0
3,9,1,19,19,-3.12,0,-0.8,0,1,0
9,9,1,38,1,1.79,0,0.5,1,1,0
5,5,39,38,37,-4.06,0,2.8,1,1,0
2,2,18,40,43,3.51,0,1.4,0,1,0
9,9,39,37,37,0.32,0,2.6,0,1,0
90,90,7,34,34,1.74,0,1.4,0,1,0
90,90,39,34,34,1.74,0,1.4,0,1,0
5,0,43,30,34,-3.12,0,-0.8,0,2,0
9,9,17,37,37,-1.7,1,3.7,0,2,0
10,9,39,38,38,-0.92,0,0.3,0,1,0
5,5,39,37,37,0.32,0,2.6,0,1,0
8,9,39,37,1,-0.92,0,0.3,0,1,0
5,5,39,37,37,0.32,0,2.6,0,2,0
9,9,39,38,19,-1.7,0,3.7,0,2,0
9,9,39,38,19,-4.06,0,2.8,0,2,0
10,4,39,19,1,-4.06,0,2.8,0,1,0
0,0,42,34,34,-3.12,0,-0.8,0,1,0
7,9,1,38,38,1.74,1,1.4,0,3,0
5,9,1,37,37,2.02,1,0.6,0,4,0
7,9,7,38,1,-4.06,0,2.8,0,1,0
0,0,43,34,34,-3.12,0,-0.8,0,1,0
7,4,18,38,1,3.51,0,1.4,0,3,0
0,0,43,34,34,-3.12,0,-0.8,0,1,0
0,0,1,34,34,0.32,0,2.6,0,1,0
6,6,7,37,37,3.51,0,1.4,0,1,0
4,9,39,37,37,1.79,0,0.5,1,1,0
9,9,7,37,37,-1.7,0,3.7,0,1,0
10,9,39,3,1,-4.06,0,2.8,1,1,0
5,3,18,19,3,-3.12,1,-0.8,0,1,0
5,5,17,19,12,1.79,0,0.5,0,2,0
4,7,39,37,37,-4.06,0,2.8,0,1,0
6,9,18,19,19,0.79,0,-0.3,0,3,0
2,2,1,3,3,-3.12,0,-0.8,0,1,0
9,9,17,38,37,3.51,1,1.4,1,5,0
9,9,39,19,37,1.74,0,1.4,1,1,0
10,9,39,37,37,0.79,0,-0.3,1,1,0
7,8,43,37,38,1.79,0,0.5,0,1,0
9,9,39,37,37,1.74,0,1.4,0,2,0
90,90,39,37,37,-1.7,0,3.7,0,1,0
9,9,1,1,1,1.74,0,1.4,0,1,0
6,1,39,1,1,0.79,0,-0.3,0,1,0
9,9,39,37,19,-0.92,0,0.3,1,1,0
4,9,1,19,19,-3.12,0,-0.8,0,2,0
9,9,39,37,37,-4.06,0,2.8,0,1,0
99,90,39,19,19,-1.7,0,3.7,0,1,0
7,9,18,1,19,1.79,0,0.5,0,1,0
4,4,51,1,1,1.79,0,0.5,1,1,0
7,2,39,19,1,-4.06,1,2.8,0,1,0
9,9,39,37,37,-0.92,0,0.3,1,1,0
5,9,18,37,38,1.74,0,1.4,0,3,0
5,3,10,38,19,1.74,0,1.4,0,2,0
3,4,1,3,1,3.51,0,1.4,0,1,0
5,5,17,1,19,-4.06,0,2.8,0,1,0
5,9,17,19,1,-4.06,1,2.8,0,4,0
7,9,1,1,1,1.79,1,0.5,0,4,0
7,4,7,39,1,1.79,0,0.5,0,1,0
5,4,1,19,19,0.79,1,-0.3,0,1,0
3,4,17,1,19,3.51,0,1.4,0,1,0
3,5,17,2,1,0.79,1,-0.3,1,2,0
0,0,17,34,34,0.32,0,2.6,1,1,0
10,5,1,1,19,2.02,0,0.6,0,1,0
10,2,39,38,38,-0.92,0,0.3,0,1,0
9,9,44,37,37,-0.92,0,0.3,1,1,0
7,9,1,37,37,1.74,0,1.4,0,4,0
7,4,39,38,38,-4.06,0,2.8,0,1,0
10,9,17,37,37,-1.7,0,3.7,0,1,0
9,9,39,19,19,2.02,0,0.6,0,1,0
5,4,39,19,19,0.79,0,-0.3,0,1,0
9,5,1,37,1,-1.7,0,3.7,1,1,0
9,9,43,38,19,0.79,1,-0.3,0,1,0
9,5,17,37,37,-1.7,1,3.7,0,3,0
8,9,1,37,38,-3.12,0,-0.8,0,5,0
5,7,17,37,37,-3.12,0,-0.8,0,1,0
7,9,1,1,37,-4.06,0,2.8,0,1,0
9,9,43,37,37,-3.12,0,-0.8,0,1,0
9,4,39,38,1,-0.92,0,0.3,0,1,0
9,2,1,19,3,3.51,0,1.4,0,4,0
9,9,1,1,1,3.51,0,1.4,0,1,0
7,5,17,38,19,-3.12,1,-0.8,0,1,0
5,5,17,19,38,1.74,1,1.4,0,2,0
8,9,43,37,37,1.74,0,1.4,0,1,0
9,9,39,37,37,1.74,0,1.4,0,1,0
7,9,39,1,1,2.02,0,0.6,0,1,0
5,0,17,38,38,0.32,0,2.6,0,1,0
4,2,39,1,3,1.79,0,0.5,0,2,0
9,9,1,37,37,-3.12,0,-0.8,0,2,0
9,9,39,37,37,-0.92,0,0.3,0,1,0
2,2,17,4,3,1.74,0,1.4,0,5,0
4,5,39,1,37,1.79,0,0.5,0,1,0
7,7,1,37,1,2.02,0,0.6,0,1,0
5,9,44,38,38,-0.92,0,0.3,1,1,0
10,9,43,1,37,-0.92,0,0.3,0,1,0
8,9,1,38,19,1.74,0,1.4,0,1,0
10,2,7,19,3,-4.06,0,2.8,0,1,0
7,5,39,37,37,-3.12,0,-0.8,0,2,0
5,5,1,37,38,-1.7,0,3.7,0,1,0
3,3,1,37,37,2.02,1,0.6,0,1,0
9,3,39,37,19,0.79,0,-0.3,0,1,0
5,3,1,19,1,-0.92,0,0.3,0,1,0
5,5,39,1,1,3.51,0,1.4,0,1,0
10,9,39,37,37,1.74,0,1.4,1,1,0
4,4,39,19,19,-4.06,0,2.8,0,1,0
9,9,39,38,37,2.02,0,0.6,0,1,0
8,9,1,1,19,-4.06,0,2.8,0,2,0
6,9,42,37,37,-0.92,0,0.3,0,1,0
8,7,39,38,38,-0.92,0,0.3,0,1,0
7,6,7,37,37,2.02,0,0.6,1,1,0
9,5,7,19,1,-0.92,0,0.3,0,1,0
90,90,42,19,19,-1.7,0,3.7,1,1,0
8,90,17,38,1,1.74,0,1.4,0,1,0
7,9,17,19,19,-0.92,0,0.3,0,1,0
1,3,39,19,19,-4.06,0,2.8,1,1,0
7,9,44,1,37,-0.92,0,0.3,0,1,0
3,4,1,1,1,-0.92,0,0.3,1,1,0
2,2,42,1,3,1.79,0,0.5,0,1,0
3,7,17,19,38,-3.12,0,-0.8,1,1,0
9,1,44,38,1,-4.06,0,2.8,0,1,0
1,4,39,5,19,-3.12,0,-0.8,0,2,0
5,9,1,3,1,-1.7,0,3.7,0,1,0
6,0,43,37,37,-3.12,0,-0.8,0,1,0
9,7,1,38,37,-1.7,1,3.7,1,2,0
5,5,39,1,1,0.79,0,-0.3,1,1,0
3,9,17,1,19,0.79,1,-0.3,0,2,0
4,2,1,1,3,-4.06,0,2.8,1,1,0
7,4,39,19,19,0.79,1,-0.3,1,1,0
6,2,42,2,3,-0.92,0,0.3,0,1,0
9,9,39,37,37,-1.7,0,3.7,0,1,0
7,9,39,37,37,0.32,0,2.6,0,1,0
7,4,39,38,1,-3.12,0,-0.8,0,1,0
8,6,39,37,19,1.79,0,0.5,0,1,0
7,9,7,38,38,3.51,0,1.4,0,1,0
9,9,39,37,37,1.74,0,1.4,0,2,0
2,2,44,5,3,0.79,0,-0.3,0,1,0
7,3,39,38,3,2.02,0,0.6,0,1,0
90,5,17,1,19,1.74,0,1.4,0,3,0
8,9,1,19,1,-4.06,1,2.8,0,1,0
9,9,1,37,34,1.74,0,1.4,1,1,0
4,5,39,1,38,0.32,0,2.6,0,1,0
7,7,39,19,19,1.74,0,1.4,1,1,0
7,9,39,37,37,-4.06,1,2.8,1,1,0
7,5,17,37,19,-3.12,0,-0.8,0,1,0
9,9,39,37,37,1.79,0,0.5,0,1,0
7,5,42,1,1,-4.06,0,2.8,0,1,0
4,2,44,1,3,1.79,0,0.5,0,1,0
90,1,39,1,19,0.32,0,2.6,1,1,0
3,2,18,3,5,-1.7,0,3.7,0,5,0
4,4,17,19,19,3.51,0,1.4,0,1,0
9,9,17,1,3,-1.7,0,3.7,0,1,0
0,0,39,34,34,0.32,0,2.6,0,1,0
5,9,39,37,37,-4.06,0,2.8,0,1,0
9,9,1,37,37,-1.7,0,3.7,1,1,0
99,99,39,34,34,2.02,0,0.6,0,2,0
6,9,39,37,37,-4.06,0,2.8,0,1,0
9,9,42,37,37,-4.06,0,2.8,0,1,0
4,4,18,1,1,3.51,0,1.4,0,2,0
10,9,1,19,19,2.02,0,0.6,1,1,0
9,9,17,1,1,2.02,1,0.6,0,1,0
3,4,1,1,1,0.79,1,-0.3,0,1,0
5,5,17,1,1,0.32,1,2.6,0,2,0
90,90,39,19,3,1.74,0,1.4,0,1,0
6,9,39,37,37,1.74,0,1.4,0,1,0
90,90,39,34,37,0.32,0,2.6,0,1,0
4,4,39,3,3,1.79,0,0.5,1,1,0
7,4,42,37,37,-1.7,0,3.7,0,1,0
7,5,39,37,38,-0.92,0,0.3,0,1,0
9,9,39,37,37,1.79,0,0.5,0,1,0
9,3,39,1,3,1.79,0,0.5,0,1,0
0,0,43,34,34,-3.12,0,-0.8,0,1,0
4,4,7,19,19,-3.12,0,-0.8,0,1,0
7,9,39,37,37,-0.92,0,0.3,0,1,0
9,3,44,19,1,1.79,0,0.5,1,1,0
3,3,17,1,1,0.79,0,-0.3,0,2,0
99,99,43,34,34,0.32,0,2.6,0,4,0
9,9,39,37,37,-3.12,0,-0.8,0,2,0
9,9,43,37,37,-3.12,0,-0.8,0,1,0
9,9,39,1,19,3.51,0,1.4,1,1,0
4,4,39,37,37,-4.06,0,2.8,0,1,0
0,0,39,34,34,0.32,0,2.6,0,1,0
3,9,1,37,37,-3.12,0,-0.8,0,1,0
90,90,39,34,37,0.32,0,2.6,0,1,0
4,0,1,6,6,1.74,0,1.4,1,1,0
6,6,39,37,37,-1.7,0,3.7,1,1,0
0,0,39,34,34,0.32,0,2.6,0,1,0
90,90,43,34,34,0.32,0,2.6,1,1,0
6,6,44,10,29,1.74,0,1.4,0,1,0
0,0,43,34,34,-3.12,0,-0.8,0,5,0
5,6,39,37,37,-1.7,0,3.7,0,1,0
5,9,39,19,37,2.02,0,0.6,0,1,0
7,2,44,37,3,1.79,0,0.5,0,1,0
2,4,39,3,3,1.79,0,0.5,0,1,0
9,9,39,37,37,-0.92,0,0.3,0,1,0
5,9,7,37,37,-0.92,0,0.3,0,1,0
7,3,39,19,37,0.32,0,2.6,0,1,0
4,3,18,1,1,-3.12,0,-0.8,0,3,0
9,9,1,19,19,0.79,1,-0.3,1,1,0
5,9,39,1,19,-0.92,0,0.3,0,1,0
103,123,1,19,1,0.79,0,-0.3,0,1,0
2,3,42,3,1,-0.92,0,0.3,0,1,0
1,1,1,2,3,-3.12,0,-0.8,0,1,0
2,3,1,3,3,-0.92,0,0.3,0,2,0
90,90,39,19,19,1.74,0,1.4,0,1,0
3,5,1,1,3,0.79,1,-0.3,0,3,0
4,9,17,19,19,-0.92,1,0.3,0,3,0
9,2,1,19,40,3.51,0,1.4,0,1,0
6,6,1,2,2,1.79,0,0.5,0,1,0
7,7,1,37,1,-1.7,0,3.7,0,6,0
10,4,17,19,38,-1.7,0,3.7,0,1,0
3,4,1,1,41,2.02,0,0.6,0,4,0
9,9,7,37,37,0.32,0,2.6,0,1,0
2,2,1,3,3,-1.7,0,3.7,0,2,0
9,9,1,38,38,-0.92,0,0.3,1,1,0
9,9,1,19,1,1.79,1,0.5,0,3,0
90,0,1,37,37,1.74,0,1.4,0,4,0
6,9,39,37,37,-1.7,0,3.7,0,1,0
90,0,17,19,38,0.32,1,2.6,0,1,0
6,9,7,38,19,1.74,0,1.4,0,1,0
0,0,1,34,34,0.32,0,2.6,0,1,0
9,9,17,37,12,1.74,0,1.4,0,2,0
4,4,17,1,19,-1.7,1,3.7,0,3,0
7,9,17,19,19,2.02,0,0.6,1,2,0
9,10,39,37,37,1.79,0,0.5,0,1,0
4,4,39,1,1,3.51,0,1.4,1,1,0
5,4,44,19,1,0.79,0,-0.3,1,1,0
9,9,2,37,37,-3.12,0,-0.8,0,1,0
4,4,39,1,1,-3.12,0,-0.8,0,1,0
8,4,44,38,12,1.79,0,0.5,0,1,0
9,2,1,19,3,2.02,0,0.6,1,1,0
7,9,39,37,37,-4.06,0,2.8,0,1,0
7,7,17,19,19,-1.7,1,3.7,0,2,0
9,9,17,19,38,-4.06,0,2.8,0,4,0
7,4,17,37,19,1.74,0,1.4,0,1,0
9,9,39,37,37,-0.92,0,0.3,0,1,0
9,9,1,37,37,0.32,0,2.6,1,1,0
4,1,39,19,19,-3.12,0,-0.8,0,1,0
4,1,42,1,1,-1.7,0,3.7,0,1,0
4,4,17,1,1,0.79,0,-0.3,0,4,0
9,7,1,37,37,-3.12,0,-0.8,1,5,0
3,6,1,37,37,-3.12,0,-0.8,0,1,0
9,2,1,38,38,0.79,0,-0.3,0,1,0
4,4,1,1,3,1.79,0,0.5,1,1,0
5,5,1,19,19,0.32,0,2.6,0,1,0
3,2,17,1,3,-4.06,0,2.8,0,2,0
8,9,39,38,19,1.74,0,1.4,0,1,0
2,4,1,1,1,3.51,1,1.4,1,1,0
2,9,18,3,1,1.74,0,1.4,1,2,0
7,5,17,38,12,1.79,0,0.5,1,3,0
5,9,39,1,38,2.02,0,0.6,1,1,0
9,9,1,38,38,0.79,1,-0.3,0,1,0
2,9,39,3,19,-0.92,0,0.3,1,1,0
7,9,17,1,19,-0.92,0,0.3,0,2,0
90,90,39,36,12,-3.12,1,-0.8,0,1,0
5,4,1,19,19,-4.06,0,2.8,0,1,0
4,4,17,38,19,2.02,0,0.6,0,1,0
5,3,1,37,37,0.79,0,-0.3,0,1,0
5,9,39,19,19,0.79,0,-0.3,0,1,0
9,9,1,37,19,1.79,0,0.5,0,1,0
1,3,42,2,3,0.79,0,-0.3,0,1,0
5,2,17,1,1,3.51,0,1.4,0,2,0
3,3,7,19,19,-0.92,0,0.3,0,1,0
8,8,39,38,19,3.51,0,1.4,0,1,0
3,2,17,3,3,0.79,0,-0.3,0,1,0
4,4,17,1,38,0.32,0,2.6,0,5,0
9,7,39,37,37,3.51,0,1.4,0,1,0
3,3,1,3,2,-4.06,0,2.8,1,1,0
6,4,1,38,1,3.51,0,1.4,1,1,0
6,2,44,19,3,-4.06,0,2.8,0,1,0
2,2,17,3,3,-3.12,0,-0.8,0,2,0
8,9,39,37,1,-0.92,0,0.3,0,1,0
8,8,17,37,37,-3.12,0,-0.8,1,3,0
9,9,39,38,37,3.51,1,1.4,1,1,0
3,9,17,3,38,1.74,0,1.4,1,1,0
9,7,39,37,19,1.74,0,1.4,0,1,0
9,9,17,38,37,2.02,0,0.6,0,3,0
9,9,39,37,37,0.79,0,-0.3,0,1,0
7,5,17,38,38,1.74,0,1.4,0,3,0
8,4,43,1,1,1.74,0,1.4,0,1,0
9,9,7,37,37,-1.7,1,3.7,0,1,0
90,4,43,29,1,0.32,1,2.6,0,1,0
2,9,44,3,1,0.79,1,-0.3,1,1,0
4,9,39,5,12,3.51,0,1.4,1,1,0
7,7,1,19,19,-1.7,0,3.7,0,1,0
8,9,39,38,37,0.79,0,-0.3,0,1,0
0,0,43,34,34,-3.12,0,-0.8,0,2,0
9,9,1,37,37,0.32,1,2.6,0,1,0
9,9,39,37,37,2.02,0,0.6,0,1,0
9,9,51,19,19,2.02,0,0.6,0,1,0
3,3,43,37,3,0.32,0,2.6,0,3,0
90,90,7,35,35,1.74,0,1.4,0,1,0
9,9,7,19,38,2.02,0,0.6,0,1,0
1,0,17,19,38,1.74,0,1.4,0,6,0
5,5,1,1,1,-0.92,0,0.3,0,1,0
7,9,39,37,37,-4.06,0,2.8,0,1,0
0,0,1,37,37,0.32,0,2.6,0,1,0
7,3,39,19,19,1.79,0,0.5,1,1,0
7,7,1,19,38,-1.7,0,3.7,0,5,0
1,5,1,19,19,0.79,0,-0.3,0,1,0
7,9,39,19,19,-1.7,0,3.7,0,1,0
7,3,1,40,40,2.02,0,0.6,0,2,0
1,1,43,19,3,1.74,0,1.4,0,1,0
1,1,7,19,19,-1.7,0,3.7,0,1,0
9,9,43,37,37,-1.7,0,3.7,1,1,0
7,7,1,37,38,1.74,0,1.4,0,6,0
4,0,17,1,19,0.32,0,2.6,0,4,0
3,3,17,1,3,1.79,0,0.5,0,3,0
2,5,39,3,12,-3.12,0,-0.8,0,1,0
1,4,39,3,1,-0.92,0,0.3,0,1,0
9,9,43,19,12,0.32,0,2.6,0,1,0
9,9,17,1,1,0.32,0,2.6,1,1,0
0,0,39,34,34,0.32,0,2.6,0,2,0
4,4,44,19,19,-0.92,0,0.3,0,1,0
99,99,43,34,34,0.32,0,2.6,0,1,0
7,90,39,36,37,0.32,0,2.6,0,1,0
10,5,1,1,34,-3.12,0,-0.8,0,3,0
6,5,39,1,40,3.51,0,1.4,1,1,0
8,9,1,38,37,0.32,0,2.6,0,1,0
